Num_acc,Date,Conditions Lumineuses,Conditions Atmosphériques,Etat Surface,Catégorie Route,Vitesse Maximale Autorisée,Type Collision,Nombre Véhicules Impliqués,Nombre Usagers Impliqués,Gravité
491,2022-01-29 23:59:32,Nuit,Normal,Sec,Route Départementale,70.0,,,7.0,0.0
492,2022-01-17 05:00:14,Nuit,Normal,Sec,80.0,80.0,,2.0,4.0,0.0
493,2022-01-17 11:46:38,Jour,Normal,Sec,50.0,50.0,Par l'arrière,2.0,5.0,0.0
494,2022-01-24 12:08:26,Jour,Normal,Sec,70.0,70.0,Par le coté,2.0,4.0,0.0
495,2022-01-24 18:21:25,Nuit,Normal,Sec,Route Départementale,80.0,,,1.0,
497,2022-01-15 02:55:39,Nuit,Normal,Sec,Route Nationale,100.0,,,2.0,1.0
501,2022-01-21 17:25:51,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,2.0,
502,2022-01-22 05:58:08,Nuit,Normal,Sec,Route Départementale,75.0,,,2.0,1.0
504,2022-01-26 17:23:04,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
506,2022-01-30 03:39:12,Nuit,Normal,Sec,Voie Communale,50.0,Autre,,,0.0
508,2022-01-26 23:38:06,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,4.0,
509,2022-01-25 20:35:43,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,,8.0,0.0
510,2022-01-22 03:23:19,Nuit,Normal,Sec,Route Départementale,80.0,Frontale,2.0,,1.0
511,2022-01-01 16:15:38,Jour,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,3.0,1.0
512,2022-01-22 21:09:45,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,5.0,
517,2022-01-23 04:47:05,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,,2.0,0.0
518,2022-01-27 01:25:47,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,3.0,1.0
519,2022-01-01 07:20:38,Nuit,Normal,Sec,Route Nationale,100.0,,1.0,,0.0
520,2022-01-14 02:46:57,Nuit,Normal,Sec,Voie Communale,50.0,,1.0,3.0,0.0
521,2022-01-23 02:40:27,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,0.0
522,2022-01-17 04:08:01,Nuit,Normal,Sec,Voie Communale,30.0,,,,
523,2022-01-16 11:23:01,Jour,Normal,Sec,Autoroute,130.0,Frontale,,6.0,1.0
525,2022-01-12 09:33:33,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,5.0,0.0
529,2022-01-14 06:51:54,Nuit,Normal,Sec,Route Nationale,110.0,Frontale,,2.0,0.0
532,2022-01-24 13:19:29,Jour,Normal,Sec,110.0,110.0,Par le coté,2.0,2.0,1.0
533,2022-01-14 06:46:25,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,,0.0
534,2022-01-24 05:41:45,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,,0.0
536,2022-01-14 05:53:01,Nuit,Normal,Sec,Route Nationale,100.0,,2.0,,0.0
538,2022-01-28 11:48:48,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,1.0,
540,2022-01-24 23:09:40,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,1.0,0.0
541,2022-01-21 04:42:30,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,4.0,0.0
544,2022-01-23 04:14:22,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,
545,2022-01-16 04:09:47,Nuit,Normal,Sec,70.0,70.0,,2.0,,1.0
546,2022-01-22 05:36:41,Nuit,Normal,Sec,Route Départementale,70.0,,2.0,2.0,0.0
547,2022-01-28 01:32:35,Nuit,Normal,Sec,Route Nationale,100.0,,2.0,5.0,
550,2022-01-15 18:08:39,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,3.0,
552,2022-01-23 12:45:38,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,,1.0
554,2022-01-05 07:23:26,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,,
560,2022-01-12 15:38:13,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,0.0
563,2022-01-20 11:36:05,Jour,Normal,Sec,Voie Communale,50.0,Par l'arrière,2.0,,0.0
566,2022-01-26 15:56:55,Jour,Normal,Sec,Route Départementale,80.0,,,3.0,0.0
567,2022-01-24 08:42:55,Jour,Normal,Sec,Voie Communale,50.0,Par l'arrière,2.0,2.0,0.0
568,2022-01-14 11:16:45,Jour,Normal,Sec,Route Départementale,75.0,Autre,,,
570,2022-01-25 08:43:47,Jour,Normal,Sec,70.0,70.0,,,3.0,
571,2022-01-13 18:31:12,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,5.0,0.0
572,2022-01-20 08:02:50,Jour,Normal,Sec,Voie Communale,30.0,Autre,,,0.0
574,2022-01-23 22:23:51,Nuit,Normal,Sec,Route Départementale,70.0,,3.0,4.0,0.0
579,2022-01-11 14:22:29,Jour,Normal,Sec,Voie Communale,50.0,Autre,1.0,,0.0
580,2022-01-28 19:19:22,Nuit,Normal,Sec,Voie Communale,30.0,Autre,3.0,8.0,0.0
581,2022-01-14 14:09:52,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,3.0,
583,2022-01-13 18:14:42,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,7.0,
584,2022-01-24 23:33:35,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,6.0,0.0
585,2022-01-29 11:11:05,Jour,Normal,Sec,80.0,80.0,,2.0,,1.0
587,2022-01-16 19:56:53,Nuit,Normal,Sec,70.0,70.0,Autre,1.0,4.0,0.0
588,2022-01-26 11:26:47,Jour,Normal,Sec,50.0,50.0,Par le coté,2.0,6.0,
590,2022-01-11 18:58:32,Nuit,Normal,Sec,50.0,50.0,Autre,,3.0,1.0
597,2022-01-28 22:44:35,Nuit,Normal,Sec,50.0,50.0,,2.0,6.0,0.0
598,2022-01-02 20:51:15,Nuit,Normal,Sec,Route Nationale,90.0,,2.0,5.0,1.0
599,2022-01-25 14:31:17,Jour,Normal,Sec,Route Départementale,70.0,,1.0,,0.0
600,2022-01-26 06:12:31,Nuit,Normal,Sec,Route Nationale,100.0,Autre,1.0,,
602,2022-01-02 01:24:48,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,,0.0
603,2022-01-12 15:15:53,Jour,Normal,Sec,Voie Communale,30.0,,2.0,3.0,0.0
604,2022-01-12 13:14:44,Jour,Normal,Sec,80.0,80.0,Autre,1.0,4.0,0.0
605,2022-01-18 19:10:51,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,1.0
606,2022-01-02 07:56:15,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,0.0
610,2022-01-05 12:46:46,Jour,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,,
611,2022-01-22 23:06:08,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,,0.0
613,2022-01-29 06:46:13,Nuit,Normal,Sec,Route Départementale,70.0,Par l'arrière,2.0,4.0,
614,2022-01-29 14:49:33,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
615,2022-01-26 07:56:30,Nuit,Normal,Sec,80.0,80.0,Par le coté,,3.0,
616,2022-01-31 07:36:21,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,
617,2022-01-24 14:48:15,Jour,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,2.0,0.0
618,2022-01-14 01:25:27,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,,0.0
619,2022-01-30 19:53:35,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,2.0,,0.0
620,2022-01-28 06:50:14,Nuit,Normal,Sec,Voie Communale,40.0,,,1.0,0.0
621,2022-01-28 15:28:14,Jour,Normal,Sec,Route Départementale,80.0,Par l'arrière,2.0,3.0,
624,2022-01-20 22:36:11,Nuit,Normal,Sec,Route Départementale,80.0,Autre,,1.0,
628,2022-01-14 20:14:46,Nuit,Normal,Sec,Route Départementale,80.0,Autre,3.0,6.0,
629,2022-01-17 09:04:55,Jour,Normal,Sec,Autoroute,130.0,Frontale,2.0,2.0,1.0
630,2022-01-11 14:11:06,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
634,2022-01-27 22:55:10,Nuit,Normal,Sec,Autoroute,130.0,Par l'arrière,2.0,5.0,1.0
635,2022-01-25 02:06:11,Nuit,Normal,Sec,Voie Communale,40.0,,,,0.0
637,2022-01-17 14:04:40,Jour,Normal,Sec,70.0,70.0,Par le coté,2.0,3.0,
638,2022-01-01 01:50:26,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,,
639,2022-01-31 16:27:25,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,4.0,0.0
642,2022-01-25 12:33:04,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,4.0,0.0
643,2022-01-01 12:41:42,Jour,Normal,Sec,Voie Communale,40.0,Autre,,,
644,2022-01-11 05:29:47,Nuit,Normal,Sec,70.0,70.0,Autre,3.0,4.0,0.0
646,2022-01-16 02:30:43,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,,3.0,0.0
647,2022-01-22 21:13:16,Nuit,Normal,Sec,50.0,50.0,Par l'arrière,2.0,2.0,0.0
648,2022-01-24 23:58:11,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,7.0,1.0
649,2022-01-15 20:11:27,Nuit,Normal,Sec,50.0,50.0,Autre,,1.0,1.0
650,2022-01-16 16:17:34,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,5.0,0.0
651,2022-01-06 01:54:18,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,,4.0,
653,2022-01-14 03:01:17,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,,2.0,0.0
655,2022-01-25 04:44:59,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,6.0,0.0
656,2022-01-28 09:39:19,Jour,Normal,Sec,Voie Communale,30.0,,1.0,,0.0
657,2022-01-30 04:07:22,Nuit,Normal,Sec,80.0,80.0,,,3.0,
661,2022-01-06 19:44:00,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,2.0,
665,2022-01-30 07:53:31,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,,0.0
667,2022-01-15 02:47:12,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,,
668,2022-01-31 04:07:11,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,
669,2022-01-24 10:25:56,Jour,Normal,Sec,Route Nationale,110.0,Par le coté,2.0,,
670,2022-01-17 11:57:42,Jour,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,2.0,1.0
672,2022-01-17 04:09:41,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,2.0,10.0,0.0
674,2022-01-11 01:47:50,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,3.0,0.0
675,2022-01-21 06:09:05,Nuit,Normal,Sec,Route Départementale,70.0,,2.0,,0.0
676,2022-01-26 04:27:18,Nuit,Normal,Sec,80.0,80.0,Par le coté,,,1.0
677,2022-01-21 21:11:16,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,3.0,
682,2022-01-06 04:15:15,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,2.0,0.0
683,2022-01-16 13:09:20,Jour,Normal,Sec,Voie Communale,40.0,Autre,3.0,6.0,0.0
684,2022-01-05 07:31:21,Nuit,Normal,Sec,Route Nationale,110.0,Autre,1.0,,0.0
686,2022-01-28 16:33:59,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,,1.0
687,2022-01-20 00:25:45,Nuit,Normal,Sec,Route Nationale,100.0,Par le coté,,,0.0
689,2022-01-14 22:11:13,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,2.0,1.0
690,2022-01-31 22:11:09,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,7.0,0.0
691,2022-01-24 09:57:01,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,,,0.0
693,2022-01-20 08:34:03,Nuit,Normal,Sec,50.0,50.0,Par le coté,,3.0,1.0
694,2022-01-16 17:28:13,Nuit,Normal,Sec,50.0,50.0,Par le coté,,5.0,0.0
695,2022-01-18 15:33:15,Jour,Normal,Sec,Route Départementale,80.0,,2.0,4.0,0.0
704,2022-01-26 02:26:56,Nuit,Normal,Sec,70.0,70.0,Autre,,2.0,
707,2022-01-11 06:10:36,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,2.0,
709,2022-01-05 10:57:10,Jour,Normal,Sec,Voie Communale,50.0,,2.0,,0.0
712,2022-01-30 08:10:55,Nuit,Normal,Sec,Route Départementale,70.0,,,,0.0
713,2022-01-10 22:12:47,Nuit,Normal,Sec,Voie Communale,40.0,,3.0,,0.0
715,2022-01-06 18:18:15,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,6.0,0.0
716,2022-01-17 22:28:39,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,6.0,1.0
717,2022-01-15 22:14:56,Nuit,Normal,Sec,Voie Communale,30.0,Frontale,2.0,2.0,0.0
718,2022-01-02 19:12:55,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,2.0,
720,2022-01-05 17:31:14,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
724,2022-01-21 17:08:21,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,3.0,
728,2022-01-15 03:08:33,Nuit,Normal,Sec,Route Départementale,80.0,Autre,,2.0,
729,2022-01-10 08:04:37,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,4.0,0.0
730,2022-01-02 15:44:53,Jour,Normal,Sec,Voie Communale,50.0,Autre,1.0,2.0,
731,2022-01-23 09:13:20,Jour,Normal,Sec,Autoroute,130.0,,,1.0,
732,2022-01-17 14:56:42,Jour,Normal,Sec,Voie Communale,30.0,Par l'arrière,,2.0,0.0
733,2022-01-24 02:12:14,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
734,2022-01-27 18:23:18,Nuit,Normal,Sec,70.0,70.0,,,3.0,
737,2022-01-24 03:47:35,Nuit,Normal,Sec,Autoroute,130.0,,2.0,2.0,
738,2022-01-31 08:49:32,Jour,Normal,Sec,Voie Communale,30.0,Frontale,,,0.0
740,2022-01-26 05:34:15,Nuit,Normal,Sec,Voie Communale,30.0,Par l'arrière,2.0,,0.0
742,2022-01-25 15:35:04,Jour,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,6.0,0.0
744,2022-01-12 19:57:43,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
745,2022-01-28 23:35:01,Nuit,Normal,Sec,Autoroute,130.0,Autre,,1.0,
746,2022-01-31 01:56:46,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,3.0,1.0
748,2022-01-05 10:14:32,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,0.0
749,2022-01-14 15:18:51,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,2.0,1.0
752,2022-01-01 10:01:38,Jour,Normal,Sec,50.0,50.0,Autre,,,0.0
756,2022-01-11 02:27:36,Nuit,Normal,Sec,Voie Communale,30.0,,,2.0,0.0
757,2022-01-16 04:35:10,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,,1.0
758,2022-01-14 09:36:58,Jour,Normal,Sec,70.0,70.0,,2.0,,
761,2022-01-31 05:28:13,Nuit,Normal,Sec,Voie Communale,40.0,Par l'arrière,,5.0,0.0
762,2022-01-31 19:14:45,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,5.0,
763,2022-01-13 13:11:30,Jour,Normal,Sec,Voie Communale,30.0,Frontale,2.0,2.0,1.0
764,2022-01-13 08:29:11,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,5.0,0.0
765,2022-01-28 12:29:20,Jour,Normal,Sec,Route Départementale,70.0,Frontale,2.0,6.0,
767,2022-01-29 16:48:01,Jour,Normal,Sec,70.0,70.0,Frontale,2.0,6.0,
769,2022-01-30 01:05:46,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,1.0,0.0
770,2022-01-05 21:39:58,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,3.0,
772,2022-01-31 12:44:11,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,,,
774,2022-01-10 21:16:57,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
777,2022-01-20 18:03:01,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,
778,2022-01-21 05:42:42,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,,0.0
780,2022-01-11 09:17:15,Jour,Normal,Sec,90.0,90.0,Autre,1.0,2.0,
782,2022-01-23 03:52:02,Nuit,Normal,Sec,Route Départementale,75.0,,,,0.0
784,2022-01-21 10:48:18,Jour,Normal,Sec,70.0,70.0,,,2.0,0.0
787,2022-01-14 02:54:24,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,3.0,
788,2022-01-05 18:12:56,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,3.0,1.0
789,2022-01-06 02:59:19,Nuit,Normal,Sec,Route Nationale,90.0,Autre,1.0,1.0,1.0
791,2022-01-17 15:55:53,Jour,Normal,Sec,Route Nationale,110.0,Frontale,2.0,,0.0
792,2022-01-12 16:04:27,Jour,Normal,Sec,Voie Communale,40.0,Frontale,,3.0,0.0
793,2022-01-28 16:38:23,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,4.0,0.0
794,2022-01-20 02:57:07,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,1.0,0.0
796,2022-01-30 17:37:39,Nuit,Normal,Sec,80.0,80.0,,,,0.0
801,2022-01-24 13:24:03,Jour,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,4.0,1.0
802,2022-01-20 04:00:37,Nuit,Normal,Sec,70.0,70.0,,2.0,,1.0
805,2022-01-28 13:15:14,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,,0.0
808,2022-01-18 21:06:41,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,,2.0,
809,2022-01-20 22:13:59,Nuit,Normal,Sec,Voie Communale,50.0,Frontale,,4.0,0.0
810,2022-01-26 17:43:30,Nuit,Normal,Sec,Route Nationale,100.0,Par l'arrière,,5.0,0.0
813,2022-01-15 21:05:28,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,4.0,
814,2022-01-29 15:10:28,Jour,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,5.0,0.0
815,2022-01-15 21:39:37,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,,
816,2022-01-27 03:31:56,Nuit,Normal,Sec,Voie Communale,40.0,,,4.0,0.0
817,2022-01-11 06:31:18,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,2.0,0.0
818,2022-01-02 07:01:07,Nuit,Normal,Sec,Route Départementale,80.0,Autre,1.0,,0.0
819,2022-01-25 21:01:15,Nuit,Normal,Sec,Route Départementale,80.0,Par l'arrière,,,0.0
820,2022-01-28 20:00:55,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
822,2022-01-06 19:03:11,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,2.0,
823,2022-01-27 18:19:46,Nuit,Normal,Sec,50.0,50.0,Autre,,,0.0
825,2022-01-23 07:58:37,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,,,1.0
830,2022-01-02 11:42:47,Jour,Normal,Sec,Route Nationale,90.0,,1.0,1.0,1.0
833,2022-01-20 08:10:49,Nuit,Normal,Sec,Autoroute,130.0,,2.0,3.0,0.0
837,2022-01-16 09:32:39,Jour,Normal,Sec,Route Départementale,70.0,Frontale,,,
838,2022-01-28 00:44:51,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,2.0,0.0
839,2022-01-25 03:21:52,Nuit,Normal,Sec,Route Départementale,75.0,Par l'arrière,2.0,,1.0
840,2022-01-30 05:50:49,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,0.0
842,2022-01-30 16:07:41,Jour,Normal,Sec,80.0,80.0,Frontale,2.0,2.0,0.0
843,2022-01-16 16:12:32,Jour,Normal,Sec,Route Départementale,75.0,Autre,3.0,7.0,0.0
844,2022-01-27 13:55:09,Jour,Normal,Sec,Voie Communale,40.0,,2.0,4.0,
846,2022-01-26 21:53:57,Nuit,Normal,Sec,70.0,70.0,Par le coté,2.0,,0.0
848,2022-01-24 09:27:03,Jour,Normal,Sec,80.0,80.0,,2.0,,0.0
849,2022-01-25 03:31:55,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,1.0
850,2022-01-27 19:33:56,Nuit,Normal,Sec,50.0,50.0,Par le coté,2.0,,
852,2022-01-11 08:06:41,Jour,Normal,Sec,Voie Communale,40.0,Par le coté,2.0,,
855,2022-01-31 09:26:48,Jour,Normal,Sec,Voie Communale,30.0,Autre,1.0,2.0,0.0
856,2022-01-01 09:52:26,Jour,Normal,Sec,Voie Communale,40.0,,2.0,6.0,0.0
857,2022-01-27 18:09:09,Nuit,Normal,Sec,Autoroute,130.0,,1.0,,0.0
860,2022-01-11 13:22:01,Jour,Normal,Sec,Route Départementale,70.0,,,,0.0
861,2022-01-28 15:04:06,Jour,Normal,Sec,50.0,50.0,Autre,,,
863,2022-01-25 12:36:04,Jour,Normal,Sec,50.0,50.0,,2.0,4.0,
864,2022-01-29 01:51:14,Nuit,Normal,Sec,Voie Communale,30.0,,,6.0,0.0
865,2022-01-30 14:20:04,Jour,Normal,Sec,Voie Communale,50.0,Autre,1.0,1.0,0.0
868,2022-01-25 04:49:08,Nuit,Normal,Sec,Autoroute,130.0,,1.0,1.0,0.0
869,2022-01-18 07:44:02,Nuit,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,2.0,
870,2022-01-31 00:58:28,Nuit,Normal,Sec,Voie Communale,30.0,,1.0,,
872,2022-01-29 19:15:25,Nuit,Normal,Sec,Route Départementale,75.0,,2.0,,1.0
873,2022-01-10 20:26:13,Nuit,Normal,Sec,Voie Communale,30.0,Autre,1.0,5.0,0.0
875,2022-01-31 07:43:33,Nuit,Normal,Sec,80.0,80.0,Par le coté,,3.0,0.0
879,2022-01-22 01:55:42,Nuit,Normal,Sec,Voie Communale,40.0,Autre,1.0,1.0,0.0
882,2022-01-11 03:31:10,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,3.0,
884,2022-01-31 14:17:46,Jour,Normal,Sec,Route Départementale,75.0,Frontale,2.0,5.0,1.0
885,2022-01-26 11:05:44,Jour,Normal,Sec,Voie Communale,50.0,Par le coté,2.0,,0.0
886,2022-01-17 00:50:54,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,,0.0
887,2022-01-29 23:32:44,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,5.0,0.0
888,2022-01-17 22:45:58,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,6.0,1.0
889,2022-01-24 21:26:45,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,1.0
892,2022-01-21 21:00:32,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,5.0,0.0
893,2022-01-02 02:25:11,Nuit,Normal,Sec,Route Départementale,75.0,,1.0,1.0,
896,2022-01-31 22:02:25,Nuit,Normal,Sec,Voie Communale,40.0,Autre,,,0.0
897,2022-01-31 06:24:30,Nuit,Normal,Sec,Route Départementale,75.0,Autre,,2.0,0.0
898,2022-01-30 18:07:47,Nuit,Normal,Sec,Route Nationale,110.0,Par l'arrière,2.0,4.0,
899,2022-01-24 02:57:03,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,2.0,0.0
901,2022-01-12 07:31:19,Nuit,Normal,Sec,50.0,50.0,,2.0,,0.0
902,2022-01-17 08:25:48,Nuit,Normal,Sec,Voie Communale,40.0,Par le coté,,2.0,0.0
903,2022-01-23 09:40:44,Jour,Normal,Sec,Autoroute,130.0,Par le coté,,4.0,
905,2022-01-06 21:20:33,Nuit,Normal,Sec,Autoroute,130.0,Par le coté,2.0,5.0,1.0
906,2022-01-18 15:52:26,Jour,Normal,Sec,Voie Communale,50.0,Frontale,,7.0,1.0
909,2022-01-23 09:46:29,Jour,Normal,Sec,Autoroute,130.0,Autre,,2.0,0.0
910,2022-01-26 20:19:07,Nuit,Normal,Sec,Route Départementale,80.0,,4.0,7.0,
911,2022-01-20 22:34:52,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,,0.0
913,2022-01-30 19:00:42,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,3.0,0.0
914,2022-01-31 21:09:14,Nuit,Normal,Sec,Voie Communale,50.0,Autre,1.0,,
915,2022-01-02 14:26:29,Jour,Normal,Sec,Route Départementale,70.0,Frontale,,7.0,0.0
916,2022-01-16 02:54:23,Nuit,Normal,Sec,70.0,70.0,,1.0,3.0,0.0
919,2022-01-17 22:48:36,Nuit,Normal,Sec,70.0,70.0,Autre,,,
920,2022-01-29 21:41:36,Nuit,Normal,Sec,Route Départementale,80.0,Par le coté,2.0,,1.0
921,2022-01-11 01:01:04,Nuit,Normal,Sec,Voie Communale,30.0,,2.0,,1.0
923,2022-01-20 00:17:05,Nuit,Normal,Sec,Route Départementale,75.0,Autre,1.0,1.0,0.0
925,2022-01-11 08:48:36,Jour,Normal,Sec,50.0,50.0,,2.0,,0.0
926,2022-01-22 06:07:11,Nuit,Normal,Sec,Voie Communale,30.0,Par le coté,2.0,,0.0
930,2022-01-27 06:38:47,Nuit,Normal,Sec,Voie Communale,40.0,Frontale,2.0,,0.0
932,2022-01-16 04:06:54,Nuit,Normal,Sec,Route Départementale,70.0,,,8.0,
934,2022-01-31 18:51:05,Nuit,Normal,Sec,Route Départementale,75.0,Par le coté,2.0,2.0,1.0
935,2022-01-14 14:14:56,Jour,Normal,Sec,Voie Communale,40.0,Autre,1.0,,1.0
936,2022-01-05 21:11:23,Nuit,Normal,Sec,Voie Communale,40.0,,2.0,,0.0
937,2022-01-14 06:07:37,Nuit,Normal,Sec,80.0,80.0,Par le coté,2.0,5.0,0.0
939,2022-01-13 16:18:19,Jour,Normal,Sec,Voie Communale,30.0,,,3.0,
943,2022-01-06 20:53:37,Nuit,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,6.0,1.0
945,2022-01-20 11:47:04,Jour,Normal,Sec,80.0,80.0,Autre,,3.0,0.0
946,2022-01-26 05:09:40,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,5.0,0.0
949,2022-01-18 22:53:13,Nuit,Normal,Sec,Autoroute,130.0,,2.0,,1.0
950,2022-01-18 16:32:30,Jour,Normal,Sec,Voie Communale,50.0,,1.0,,
951,2022-01-28 08:48:24,Jour,Normal,Sec,Route Nationale,100.0,Par le coté,2.0,2.0,
952,2022-01-11 06:02:48,Nuit,Normal,Sec,Route Départementale,70.0,Par le coté,2.0,2.0,0.0
954,2022-01-13 05:05:23,Nuit,Normal,Sec,Route Nationale,90.0,Frontale,2.0,,0.0
957,2022-01-12 12:29:04,Jour,Normal,Sec,Voie Communale,30.0,Autre,3.0,3.0,
958,2022-01-18 05:43:37,Nuit,Normal,Sec,Autoroute,130.0,Autre,1.0,5.0,0.0
959,2022-01-12 10:03:12,Jour,Normal,Sec,Autoroute,130.0,Par le coté,2.0,,0.0
960,2022-01-30 16:21:33,Jour,Normal,Sec,Route Départementale,75.0,Autre,1.0,2.0,1.0
